distancia_km,tiempo_min,velocidad_kmh,carga_kg,peso_vehiculo_kg,capacidad_kg,cilindraje_l,rendimiento_km_l,factor_trafico,factor_clima,hora_sin,hora_cos,tipo_via_codigo,detenciones_estimadas,pendiente_pct,consumo_base_l,consumo_real_l,fuente
1.37686,2.43161,33.97417,585.712,900.0,1200.0,2.104,15.0846,1.2278,1.0636,-0.70711,-0.70711,1,2,1.5178,0.091276,0.127443,SIMULADO_CONTROLADO
1.9885,3.48968,34.18941,616.56,2200.0,1200.0,4.239,13.1867,1.1672,1.0444,1.0,0.0,1,1,2.138,0.150796,0.206247,SIMULADO_CONTROLADO
2.80363,4.76908,35.27262,2862.208,6500.0,4000.0,3.482,10.1113,1.0,1.1196,0.70711,0.70711,1,5,2.5451,0.277278,0.396828,SIMULADO_CONTROLADO
4.66007,12.89682,21.68009,731.816,6500.0,1800.0,1.789,9.8617,1.1303,1.0243,0.0,1.0,3,6,4.525,0.472543,0.690993,SIMULADO_CONTROLADO
4.41543,5.17043,51.23863,1094.594,2200.0,1800.0,5.06,12.3438,1.254,1.0885,-1.0,-0.0,2,8,0.0,0.357704,0.601518,SIMULADO_CONTROLADO
1.47806,2.76832,32.03512,1452.039,2200.0,2500.0,4.904,11.9505,1.0802,0.98,0.96593,0.25882,1,1,0.3575,0.123682,0.146221,SIMULADO_CONTROLADO
1.09437,2.43382,26.97895,1412.009,4200.0,2500.0,1.685,13.3156,1.108,0.9819,0.70711,0.70711,0,2,0.0,0.082187,0.09998,SIMULADO_CONTROLADO
5.30277,14.55794,21.85516,6002.33,9000.0,7000.0,1.458,6.9339,1.1323,1.1108,-0.25882,0.96593,3,6,4.2915,0.764762,1.408936,SIMULADO_CONTROLADO
1.37073,4.60968,17.84159,1089.262,1400.0,1200.0,3.208,14.0952,1.4978,1.0156,-0.96593,-0.25882,3,5,2.2881,0.097248,0.214107,SIMULADO_CONTROLADO
3.0513,7.00132,26.1491,1979.107,9000.0,4000.0,4.555,6.2947,1.0,0.9825,1.0,0.0,0,2,0.5756,0.484739,0.579327,SIMULADO_CONTROLADO
0.40268,1.67127,14.45657,384.226,6500.0,800.0,5.936,8.1682,1.2403,1.0329,-0.96593,-0.25882,3,1,2.0348,0.049299,0.083499,SIMULADO_CONTROLADO
0.24517,0.33727,43.61619,5514.406,1400.0,7000.0,3.503,15.2401,1.1195,1.0919,0.25882,-0.96593,2,0,1.1732,0.016087,0.022378,SIMULADO_CONTROLADO
2.26177,4.02776,33.69266,389.785,4200.0,500.0,1.646,11.9756,1.0575,1.0006,0.0,1.0,0,1,0.0,0.188864,0.236767,SIMULADO_CONTROLADO
1.78839,5.80647,18.47993,2152.695,4200.0,4000.0,5.654,11.9071,1.1155,1.0331,1.0,0.0,3,1,5.1467,0.150194,0.231811,SIMULADO_CONTROLADO
3.61446,10.00136,21.68384,220.627,900.0,500.0,1.862,14.9636,1.2668,0.98,-1.0,-0.0,0,2,2.1864,0.24155,0.368181,SIMULADO_CONTROLADO
1.15577,2.17176,31.93091,5827.569,2200.0,7000.0,4.578,13.1847,1.2759,1.0139,-0.96593,-0.25882,0,1,5.1952,0.08766,0.155425,SIMULADO_CONTROLADO
2.65427,7.14855,22.27809,1515.987,1400.0,7000.0,3.391,13.8534,1.1898,1.0799,0.70711,-0.70711,0,4,0.0,0.191597,0.283513,SIMULADO_CONTROLADO
3.48223,6.36332,32.83408,2757.903,900.0,4000.0,6.021,15.9024,1.3348,0.9997,-0.25882,0.96593,1,4,3.559,0.218974,0.360404,SIMULADO_CONTROLADO
1.19535,1.60784,44.60702,2670.656,2800.0,4000.0,4.936,11.558,1.363,0.98,0.0,-1.0,2,1,0.0,0.103422,0.161858,SIMULADO_CONTROLADO
1.65706,2.7161,36.60538,620.775,4200.0,1800.0,1.201,11.9474,1.2906,1.0001,0.0,1.0,1,0,7.6353,0.138696,0.211439,SIMULADO_CONTROLADO
0.80956,2.1452,22.64287,257.215,2800.0,800.0,3.176,12.9087,1.0726,1.0076,-0.25882,0.96593,0,1,0.0,0.062714,0.077077,SIMULADO_CONTROLADO
3.70434,10.40666,21.3575,1209.466,900.0,7000.0,2.156,14.8098,1.2391,1.0694,0.0,1.0,0,7,6.2716,0.250127,0.404634,SIMULADO_CONTROLADO
3.16795,8.89339,21.37283,597.094,6500.0,1800.0,2.703,9.6612,1.2399,1.0521,-0.5,0.86603,3,4,2.4584,0.327905,0.545695,SIMULADO_CONTROLADO
3.33525,6.25365,31.99973,1095.172,900.0,4000.0,3.314,16.0834,1.0295,1.0608,0.25882,0.96593,3,10,2.1162,0.207372,0.288847,SIMULADO_CONTROLADO
1.78272,4.87217,21.95396,421.972,2200.0,2500.0,4.069,13.1456,1.0,1.0363,0.70711,-0.70711,3,2,3.7376,0.135614,0.175926,SIMULADO_CONTROLADO
3.13006,6.70117,28.02555,1357.868,2800.0,2500.0,5.431,11.977,1.0,1.0071,0.25882,0.96593,0,4,0.5302,0.26134,0.318317,SIMULADO_CONTROLADO
1.90691,4.96928,23.02435,555.486,9000.0,1200.0,1.658,6.9789,1.1712,1.0001,-0.96593,-0.25882,3,6,4.1487,0.273239,0.452491,SIMULADO_CONTROLADO
5.90679,7.38037,48.02026,945.937,6500.0,1200.0,3.538,8.3019,1.2077,1.0545,0.96593,-0.25882,2,10,4.3025,0.7115,1.267377,SIMULADO_CONTROLADO
2.12898,2.21304,57.72102,811.202,1400.0,1800.0,5.709,13.1469,1.0,1.1065,0.0,-1.0,2,2,2.525,0.161938,0.195135,SIMULADO_CONTROLADO
4.24463,13.2536,19.21574,1896.127,2200.0,2500.0,3.491,13.2384,1.3274,0.9927,0.86603,0.5,0,4,3.0251,0.320631,0.544463,SIMULADO_CONTROLADO
1.79045,5.65991,18.98035,2007.594,9000.0,4000.0,3.952,7.6294,1.1844,0.9892,-0.96593,0.25882,3,4,6.5523,0.234678,0.423123,SIMULADO_CONTROLADO
5.10182,9.75268,31.3872,566.061,1400.0,800.0,5.327,12.0521,1.3759,0.9839,0.25882,-0.96593,1,7,3.8675,0.423313,0.721357,SIMULADO_CONTROLADO
1.09195,2.2094,29.65381,511.284,9000.0,800.0,4.978,7.5052,1.2193,1.0724,0.96593,-0.25882,0,2,0.8574,0.145493,0.240728,SIMULADO_CONTROLADO
2.898,5.98636,29.04606,180.738,2800.0,500.0,3.903,12.2675,1.0,1.0331,0.0,1.0,0,5,4.0761,0.236235,0.290106,SIMULADO_CONTROLADO
1.28101,2.26293,33.96508,970.011,4200.0,1800.0,6.326,10.1317,1.2333,1.06,0.25882,-0.96593,1,0,1.3703,0.126435,0.194549,SIMULADO_CONTROLADO
2.57242,7.88674,19.5702,815.865,4200.0,2500.0,1.392,10.8958,1.2672,1.0121,-0.96593,-0.25882,0,3,0.9637,0.236092,0.361194,SIMULADO_CONTROLADO
1.37618,1.77122,46.61812,59.423,9000.0,800.0,1.489,8.0043,1.0724,1.0628,0.5,0.86603,1,2,3.5766,0.17193,0.213111,SIMULADO_CONTROLADO
2.12271,2.98853,42.61705,702.637,4200.0,2500.0,3.465,10.0882,1.0,1.0221,0.0,-1.0,1,3,0.3803,0.210416,0.227024,SIMULADO_CONTROLADO
1.54194,3.61836,25.56867,246.597,2200.0,500.0,2.037,14.3316,1.176,0.98,-0.5,0.86603,3,1,2.5974,0.10759,0.15104,SIMULADO_CONTROLADO
3.39701,6.76705,30.11959,5584.461,4200.0,7000.0,2.347,12.0745,1.0,1.0765,-0.86603,0.5,0,7,3.9149,0.281338,0.423,SIMULADO_CONTROLADO
2.9843,4.32445,41.40601,1103.783,4200.0,2500.0,1.995,11.5113,1.3393,1.0334,-0.70711,0.70711,2,4,6.5104,0.259249,0.414188,SIMULADO_CONTROLADO
1.24393,4.43392,16.83291,1818.398,4200.0,2500.0,4.87,8.1304,1.0949,1.021,-0.70711,0.70711,3,1,3.8405,0.152998,0.23071,SIMULADO_CONTROLADO
1.21464,8.27484,8.8072,1313.572,900.0,2500.0,3.433,17.148,1.4359,1.0477,1.0,0.0,3,1,0.0,0.070832,0.12669,SIMULADO_CONTROLADO
1.01245,2.02439,30.00762,598.638,9000.0,1200.0,5.621,4.2055,1.0,0.98,0.70711,0.70711,3,2,0.0,0.240747,0.293103,SIMULADO_CONTROLADO
0.84618,1.97535,25.70224,3103.096,1400.0,7000.0,2.527,14.7901,1.1816,1.0544,-0.25882,-0.96593,0,1,6.1253,0.057213,0.08721,SIMULADO_CONTROLADO
3.55693,11.33495,18.82812,2825.17,4200.0,4000.0,4.504,9.8974,1.3887,1.0082,-0.96593,-0.25882,3,5,1.1681,0.359382,0.655115,SIMULADO_CONTROLADO
0.96333,2.95311,19.57257,405.52,2800.0,800.0,2.331,14.4085,1.0176,1.028,0.70711,-0.70711,3,1,0.0,0.066859,0.09422,SIMULADO_CONTROLADO
2.72955,4.90228,33.40755,1674.065,900.0,7000.0,1.277,15.0701,1.1345,1.0863,0.96593,0.25882,1,2,0.39,0.181124,0.244419,SIMULADO_CONTROLADO
1.43829,2.02637,42.58737,3577.42,9000.0,4000.0,4.851,4.9146,1.0955,1.0639,0.70711,0.70711,1,1,4.1677,0.29266,0.459067,SIMULADO_CONTROLADO
4.16189,4.21018,59.31175,255.462,900.0,1200.0,1.971,15.9271,1.0506,1.0271,0.0,-1.0,2,6,2.737,0.261308,0.303048,SIMULADO_CONTROLADO
6.85644,12.64248,32.54002,1984.38,9000.0,7000.0,4.877,4.2789,1.1991,1.0305,0.25882,0.96593,1,5,3.8594,1.602379,2.405132,SIMULADO_CONTROLADO
0.08,0.10742,44.68593,478.268,9000.0,800.0,4.861,5.3168,1.0,0.98,-0.86603,-0.5,1,0,2.4307,0.015047,0.01842,SIMULADO_CONTROLADO
1.08017,2.86179,22.64682,937.357,4200.0,2500.0,4.741,11.4948,1.1422,0.998,-0.96593,0.25882,3,1,0.184,0.093971,0.134114,SIMULADO_CONTROLADO
1.41934,4.33658,19.63765,2081.226,9000.0,2500.0,4.337,7.8564,1.2426,1.0425,-0.96593,0.25882,3,4,0.0,0.18066,0.322674,SIMULADO_CONTROLADO
1.83063,2.45602,44.72177,4168.292,6500.0,7000.0,5.89,6.6946,1.1256,1.0006,1.0,0.0,1,4,0.7474,0.27345,0.357864,SIMULADO_CONTROLADO
1.74494,4.51526,23.18719,826.726,9000.0,1800.0,1.601,6.5457,1.0,0.98,0.5,0.86603,3,2,2.7557,0.266576,0.329897,SIMULADO_CONTROLADO
0.66956,1.0957,36.66504,4127.528,6500.0,7000.0,6.139,8.1602,1.3248,1.0566,0.0,-1.0,1,1,0.0145,0.082053,0.135638,SIMULADO_CONTROLADO
6.94798,19.75236,21.10526,114.977,9000.0,800.0,1.55,4.9058,1.2768,1.0938,-0.96593,-0.25882,3,20,4.5641,1.416291,2.825154,SIMULADO_CONTROLADO
1.79467,1.96023,54.93244,3797.787,6500.0,4000.0,3.825,10.4078,1.0,1.0025,-0.70711,0.70711,2,3,0.3999,0.172435,0.208379,SIMULADO_CONTROLADO
2.97492,3.75874,47.48807,471.195,9000.0,800.0,6.093,4.2,1.0,1.0744,0.5,0.86603,1,3,0.0,0.708315,0.93742,SIMULADO_CONTROLADO
3.03967,5.89626,30.93154,1265.187,900.0,7000.0,2.625,14.3937,1.0077,1.0676,0.0,1.0,0,6,2.5014,0.211181,0.255162,SIMULADO_CONTROLADO
0.53076,0.72853,43.71153,2703.659,2200.0,4000.0,5.641,12.5746,1.2472,0.991,0.70711,0.70711,2,0,4.0975,0.042208,0.059177,SIMULADO_CONTROLADO
1.61257,2.39498,40.39883,1165.072,2800.0,2500.0,4.344,12.3067,1.2041,1.0023,-0.25882,-0.96593,1,1,5.6344,0.131032,0.192206,SIMULADO_CONTROLADO
3.55678,7.53616,28.3177,177.591,9000.0,500.0,5.764,4.2497,1.2864,1.1161,0.70711,0.70711,0,8,0.0,0.836942,1.499911,SIMULADO_CONTROLADO
5.32003,10.01004,31.88816,332.097,2800.0,1800.0,1.457,15.6099,1.1078,0.9847,-0.5,0.86603,0,12,5.4897,0.340811,0.435484,SIMULADO_CONTROLADO
1.63953,10.7495,9.1513,83.0,2800.0,800.0,4.146,9.2439,1.012,1.0076,0.86603,-0.5,3,1,2.8892,0.177363,0.208848,SIMULADO_CONTROLADO
0.63419,1.53967,24.71376,1698.288,6500.0,7000.0,2.2,8.1637,1.307,1.1235,-0.96593,0.25882,0,0,1.1959,0.077684,0.131756,SIMULADO_CONTROLADO
1.32323,3.28325,24.18137,407.846,4200.0,1200.0,1.296,11.4528,1.0714,1.0094,0.96593,-0.25882,3,5,3.9297,0.115537,0.164846,SIMULADO_CONTROLADO
1.58442,4.55474,20.87164,1378.501,4200.0,4000.0,4.851,9.4772,1.1898,1.0959,0.96593,0.25882,3,3,5.3463,0.167182,0.284537,SIMULADO_CONTROLADO
1.53737,2.84355,32.43912,2987.984,9000.0,7000.0,5.173,7.1355,1.0,0.989,0.5,0.86603,0,2,0.0,0.215455,0.268118,SIMULADO_CONTROLADO
1.01342,1.15818,52.50035,360.308,6500.0,500.0,5.102,6.2139,1.0688,1.0412,0.86603,0.5,2,0,1.595,0.163088,0.218328,SIMULADO_CONTROLADO
0.56945,0.77073,44.33049,1096.119,4200.0,4000.0,5.053,12.3951,1.3215,1.0839,-1.0,-0.0,2,0,1.3562,0.045941,0.07889,SIMULADO_CONTROLADO
0.80239,1.23115,39.10431,657.935,9000.0,1200.0,5.44,5.2184,1.0454,1.014,-1.0,-0.0,1,1,3.8146,0.153762,0.211495,SIMULADO_CONTROLADO
1.33265,1.64465,48.61779,84.88,900.0,500.0,3.689,12.8069,1.2903,1.0395,-0.86603,-0.5,2,2,5.5661,0.104057,0.156122,SIMULADO_CONTROLADO
3.51604,4.67603,45.11578,433.095,2800.0,800.0,3.042,10.3099,1.0,1.0685,0.25882,0.96593,1,4,2.6541,0.341034,0.422546,SIMULADO_CONTROLADO
4.46938,6.47671,41.40421,803.937,900.0,1800.0,5.286,13.4631,1.0705,0.9944,0.96593,-0.25882,1,7,1.8864,0.331973,0.411001,SIMULADO_CONTROLADO
2.29924,3.53203,39.05819,807.078,6500.0,4000.0,4.732,7.5281,1.1326,1.1358,-0.5,-0.86603,1,1,3.4353,0.30542,0.437777,SIMULADO_CONTROLADO
0.8236,2.24572,22.00464,812.412,900.0,2500.0,2.26,15.3668,1.4388,1.0817,-0.5,0.86603,3,2,2.0076,0.053596,0.098416,SIMULADO_CONTROLADO
1.39582,1.41739,59.08675,256.646,2800.0,800.0,3.507,12.0811,1.0,1.0189,0.96593,0.25882,2,0,0.0,0.115537,0.135023,SIMULADO_CONTROLADO
0.25968,0.47664,32.68869,319.28,6500.0,1200.0,2.166,10.6725,1.2674,1.0244,0.86603,0.5,1,0,3.5858,0.024332,0.035841,SIMULADO_CONTROLADO
5.3879,14.19685,22.77083,985.309,4200.0,1200.0,5.328,10.2313,1.3291,1.121,-0.86603,0.5,3,17,4.5699,0.526608,1.109301,SIMULADO_CONTROLADO
1.22351,2.98058,24.62969,1555.093,900.0,4000.0,2.51,14.4619,1.0446,1.019,0.25882,-0.96593,3,3,4.7548,0.084603,0.115031,SIMULADO_CONTROLADO
2.80029,5.52869,30.3901,674.032,2800.0,1800.0,4.5,13.3428,1.1002,1.0138,0.70711,-0.70711,3,3,0.0724,0.209873,0.286686,SIMULADO_CONTROLADO
4.25992,5.02189,50.89622,279.242,6500.0,500.0,5.097,8.48,1.1827,1.0866,0.70711,-0.70711,2,8,3.775,0.502352,0.833497,SIMULADO_CONTROLADO
6.38994,9.70683,39.49756,145.472,9000.0,500.0,6.456,6.0246,1.0,0.98,0.70711,-0.70711,1,3,5.7188,1.060644,1.35719,SIMULADO_CONTROLADO
3.78623,7.02932,32.31804,446.53,9000.0,500.0,3.496,7.8053,1.0872,1.0315,0.25882,-0.96593,3,3,7.8143,0.485081,0.762369,SIMULADO_CONTROLADO
1.52973,4.10122,22.37961,3170.937,6500.0,7000.0,5.824,7.5266,1.3642,1.0388,-0.96593,0.25882,1,3,3.5058,0.203242,0.382016,SIMULADO_CONTROLADO
3.07217,5.07494,36.32166,1367.117,2200.0,1800.0,4.721,12.7214,1.2436,1.0033,-0.86603,-0.5,1,2,4.5661,0.241496,0.385562,SIMULADO_CONTROLADO
6.23602,10.93334,34.22203,764.716,6500.0,1800.0,1.245,10.9524,1.1349,0.98,0.5,0.86603,1,8,0.4155,0.569374,0.762843,SIMULADO_CONTROLADO
1.21381,2.53322,28.74948,3241.28,1400.0,4000.0,3.274,11.186,1.1781,1.0381,0.70711,0.70711,3,4,0.1409,0.108512,0.181236,SIMULADO_CONTROLADO
0.54082,0.72257,44.90781,321.041,2200.0,800.0,3.289,13.1979,1.2529,1.066,-0.5,-0.86603,2,0,4.5734,0.040978,0.059788,SIMULADO_CONTROLADO
1.02046,2.0723,29.54566,248.37,1400.0,500.0,1.834,14.5049,1.2836,1.0044,-0.86603,0.5,1,2,0.0,0.070353,0.104755,SIMULADO_CONTROLADO
2.9287,4.606,38.15067,603.182,2800.0,800.0,3.517,13.0664,1.071,0.9819,-0.25882,0.96593,1,4,2.8262,0.22414,0.292776,SIMULADO_CONTROLADO
1.56127,3.4662,27.0257,77.863,9000.0,800.0,1.817,6.2209,1.4056,1.0915,-0.70711,0.70711,1,1,5.5043,0.250972,0.430328,SIMULADO_CONTROLADO
1.97613,3.04763,38.90484,2769.545,9000.0,4000.0,5.628,6.7821,1.3706,1.0588,-0.70711,-0.70711,2,2,3.9964,0.291372,0.506386,SIMULADO_CONTROLADO
3.28362,6.19571,31.799,1828.224,9000.0,4000.0,3.118,5.7116,1.2684,1.0187,0.96593,0.25882,1,4,3.9827,0.574908,0.975055,SIMULADO_CONTROLADO
1.00064,1.18543,50.6473,1063.693,9000.0,2500.0,2.171,6.4724,1.0251,1.0764,0.25882,0.96593,2,2,2.3961,0.154601,0.203915,SIMULADO_CONTROLADO
1.9025,2.64971,43.08026,3907.272,900.0,7000.0,4.39,13.3274,1.0,1.0459,-0.96593,-0.25882,1,3,1.6392,0.142752,0.188374,SIMULADO_CONTROLADO
1.37606,2.09129,39.47981,714.036,9000.0,1800.0,5.745,6.8905,1.1077,1.1155,-0.70711,0.70711,1,1,7.025,0.199703,0.295133,SIMULADO_CONTROLADO
6.07198,20.95308,17.38737,433.317,9000.0,800.0,6.155,4.2,1.1697,1.0649,0.70711,-0.70711,3,17,5.0907,1.44571,2.813059,SIMULADO_CONTROLADO
3.70535,6.28613,35.36692,862.344,6500.0,1200.0,5.94,9.9714,1.0,0.98,0.70711,0.70711,1,5,4.2771,0.371598,0.457766,SIMULADO_CONTROLADO
1.56989,3.70055,25.45395,162.443,900.0,500.0,5.875,15.2243,1.2392,1.0054,-0.96593,-0.25882,0,2,2.5585,0.103117,0.164643,SIMULADO_CONTROLADO
1.5004,2.73842,32.87452,4233.15,6500.0,7000.0,3.045,8.4521,1.366,1.0075,0.86603,-0.5,1,0,1.2733,0.177519,0.317292,SIMULADO_CONTROLADO
6.52849,8.3623,46.84231,2299.605,4200.0,2500.0,3.879,12.2869,1.2522,1.0489,-0.70711,-0.70711,2,6,4.7672,0.531338,0.917501,SIMULADO_CONTROLADO
6.18096,12.06968,30.72637,2503.417,900.0,4000.0,3.168,14.8305,1.0518,1.0213,0.86603,0.5,0,6,1.8555,0.416772,0.567645,SIMULADO_CONTROLADO
2.91496,3.72494,46.95326,385.829,1400.0,800.0,6.088,14.8439,1.0329,0.9843,0.86603,-0.5,1,4,2.6653,0.196375,0.243826,SIMULADO_CONTROLADO
2.04644,4.26,28.82319,3214.1,6500.0,4000.0,1.692,10.8794,1.208,1.0615,-0.96593,-0.25882,0,1,3.793,0.188103,0.334817,SIMULADO_CONTROLADO
0.68156,0.69127,59.15734,694.123,1400.0,1200.0,4.138,16.3697,1.1355,1.08,-0.86603,0.5,2,0,2.9399,0.041636,0.060394,SIMULADO_CONTROLADO
1.02844,1.08094,57.08583,1155.544,2200.0,1800.0,2.509,11.7966,1.2309,1.0304,1.0,0.0,2,2,5.755,0.087181,0.132847,SIMULADO_CONTROLADO
0.63235,2.94853,12.86768,1121.718,4200.0,2500.0,5.707,10.4615,1.2563,1.0444,-0.96593,0.25882,3,0,0.0,0.060445,0.097234,SIMULADO_CONTROLADO
4.37567,11.5763,22.67913,2210.864,9000.0,7000.0,2.998,4.582,1.3347,0.9915,1.0,0.0,1,6,2.6414,0.954962,1.576644,SIMULADO_CONTROLADO
0.6919,1.66252,24.97043,815.429,1400.0,1800.0,5.778,12.3777,1.0,1.0115,-0.96593,-0.25882,3,0,6.9899,0.055899,0.072904,SIMULADO_CONTROLADO
1.48498,3.28633,27.11189,1993.267,900.0,2500.0,6.119,16.0462,1.1955,1.0133,0.70711,-0.70711,0,2,4.3838,0.092544,0.149868,SIMULADO_CONTROLADO
0.3238,0.86787,22.3857,1230.912,6500.0,2500.0,2.111,10.1117,1.1018,1.0601,-0.86603,-0.5,3,0,2.0862,0.032022,0.045876,SIMULADO_CONTROLADO
0.48691,0.57416,50.88207,643.303,9000.0,1200.0,5.198,6.8426,1.1442,1.0465,1.0,0.0,2,1,4.1775,0.071159,0.091856,SIMULADO_CONTROLADO
3.38909,11.18826,18.1749,3062.015,6500.0,7000.0,3.055,9.742,1.2983,1.0202,0.25882,0.96593,3,5,2.3998,0.347884,0.591369,SIMULADO_CONTROLADO
2.60319,9.62632,16.22549,4165.756,2800.0,7000.0,3.337,13.2387,1.3157,1.0184,-1.0,-0.0,3,9,5.5794,0.196635,0.403374,SIMULADO_CONTROLADO
2.10267,3.35751,37.57547,894.714,6500.0,1200.0,2.654,8.6788,1.3838,0.98,0.0,1.0,2,0,4.2246,0.242277,0.400185,SIMULADO_CONTROLADO
1.50725,2.70774,33.39865,3458.756,900.0,7000.0,4.468,13.2389,1.2281,1.1073,0.0,-1.0,1,3,0.6803,0.11385,0.194232,SIMULADO_CONTROLADO
0.42295,0.49259,51.51842,536.679,4200.0,1800.0,3.019,10.7826,1.1424,0.98,0.25882,0.96593,2,0,3.0006,0.039226,0.047414,SIMULADO_CONTROLADO
1.34806,3.96807,20.38365,3385.706,4200.0,4000.0,5.125,7.2172,1.1195,1.054,-0.25882,-0.96593,3,1,3.3791,0.186786,0.295453,SIMULADO_CONTROLADO
1.81517,4.5676,23.84413,356.814,4200.0,1800.0,5.326,10.3049,1.0,1.0367,0.5,0.86603,3,6,3.483,0.176148,0.222249,SIMULADO_CONTROLADO
3.23003,9.46706,20.47118,2253.142,4200.0,4000.0,3.294,11.6054,1.3744,1.023,0.70711,0.70711,3,5,3.1694,0.278321,0.507701,SIMULADO_CONTROLADO
4.2133,9.62361,26.26851,6434.04,9000.0,7000.0,1.225,6.7056,1.1085,1.0346,-0.25882,0.96593,0,6,3.686,0.628323,1.004596,SIMULADO_CONTROLADO
3.46345,4.25939,48.78796,342.093,6500.0,1200.0,1.55,9.6456,1.2409,1.0052,-0.70711,0.70711,2,6,3.38,0.359071,0.538729,SIMULADO_CONTROLADO
2.59188,7.78757,19.96936,1250.262,900.0,2500.0,2.651,15.537,1.2686,1.0644,0.5,-0.86603,0,3,0.9855,0.16682,0.256895,SIMULADO_CONTROLADO
2.07843,2.47164,50.45454,783.081,4200.0,1800.0,6.256,11.0468,1.0,0.98,0.86603,-0.5,2,1,1.5414,0.188148,0.215098,SIMULADO_CONTROLADO
2.40855,5.57629,25.91562,1631.872,6500.0,4000.0,3.287,7.5834,1.0123,1.0498,-0.86603,-0.5,3,8,1.9663,0.317608,0.443436,SIMULADO_CONTROLADO
1.27448,3.3347,22.93119,132.114,2800.0,800.0,5.144,10.9313,1.4075,1.0045,0.70711,-0.70711,0,2,2.7006,0.11659,0.204136,SIMULADO_CONTROLADO
2.21486,3.1545,42.12771,442.272,4200.0,4000.0,6.161,10.931,1.2065,1.0158,0.70711,0.70711,2,4,1.9731,0.202622,0.244079,SIMULADO_CONTROLADO
1.80709,3.76447,28.80223,1318.089,900.0,2500.0,3.011,15.4519,1.0671,1.017,0.96593,0.25882,3,5,4.816,0.116949,0.154868,SIMULADO_CONTROLADO
8.27933,16.76334,29.63372,919.738,1400.0,1800.0,4.175,15.3346,1.1398,1.0276,-0.5,-0.86603,3,25,0.4837,0.539912,0.847921,SIMULADO_CONTROLADO
2.45361,5.08035,28.97761,579.546,9000.0,1200.0,5.717,6.9907,1.3338,1.0576,-0.25882,0.96593,1,3,0.0,0.350981,0.607863,SIMULADO_CONTROLADO
0.2338,0.48609,28.85888,498.467,900.0,2500.0,4.458,16.9916,1.3095,1.0334,-0.70711,-0.70711,0,0,6.6304,0.01376,0.02098,SIMULADO_CONTROLADO
1.443,5.59612,15.47147,611.911,9000.0,1200.0,1.795,6.841,1.0,1.077,-0.5,-0.86603,3,4,0.7832,0.210933,0.298929,SIMULADO_CONTROLADO
1.65539,4.53704,21.89169,118.223,1400.0,500.0,5.279,15.1188,1.4215,1.082,-1.0,-0.0,3,5,4.8108,0.109492,0.230896,SIMULADO_CONTROLADO
3.79161,5.92326,38.40729,247.662,6500.0,7000.0,5.992,6.6997,1.3146,1.0489,0.25882,0.96593,2,7,3.778,0.565935,0.858932,SIMULADO_CONTROLADO
2.68518,6.21594,25.91901,768.412,1400.0,1800.0,5.275,16.0993,1.1356,1.0657,-0.5,-0.86603,3,9,0.8572,0.166789,0.249308,SIMULADO_CONTROLADO
2.58811,5.93719,26.1549,386.851,900.0,800.0,5.188,14.3108,1.0,1.1261,0.86603,0.5,0,1,2.2208,0.18085,0.24229,SIMULADO_CONTROLADO
4.99906,7.29405,41.12172,547.486,4200.0,800.0,5.205,11.1081,1.3286,0.98,0.5,-0.86603,2,4,1.9079,0.450038,0.695669,SIMULADO_CONTROLADO
6.1999,17.69134,21.0269,1577.37,6500.0,4000.0,4.446,9.687,1.2362,1.0834,0.25882,-0.96593,0,4,3.2484,0.640022,1.055936,SIMULADO_CONTROLADO
3.38561,8.41338,24.14448,718.34,900.0,1200.0,2.513,13.3425,1.0,1.1045,-0.96593,-0.25882,3,9,0.8884,0.253746,0.377485,SIMULADO_CONTROLADO
1.53402,1.63479,56.30143,412.585,1400.0,800.0,6.027,11.5979,1.1229,1.0545,0.86603,0.5,2,1,2.1293,0.132266,0.172031,SIMULADO_CONTROLADO
1.5714,6.44599,14.62679,1189.323,2200.0,1800.0,1.883,14.0914,1.6602,1.1207,-0.5,0.86603,3,1,2.4218,0.111515,0.252695,SIMULADO_CONTROLADO
4.57543,4.92446,55.74733,108.45,9000.0,500.0,5.585,5.9018,1.1626,1.1148,-0.5,-0.86603,2,7,4.8138,0.775264,1.198393,SIMULADO_CONTROLADO
1.56758,3.44936,27.26731,1532.205,2200.0,1800.0,3.105,15.902,1.0413,1.0198,0.86603,-0.5,0,1,1.6367,0.098578,0.132771,SIMULADO_CONTROLADO
1.97297,3.29129,35.96706,177.337,900.0,500.0,4.771,12.8139,1.0,1.0233,0.96593,-0.25882,0,2,0.4511,0.153971,0.182735,SIMULADO_CONTROLADO
1.41786,3.76549,22.59245,595.973,9000.0,4000.0,5.467,7.3881,1.4435,1.0589,0.5,0.86603,1,1,1.3561,0.191912,0.312831,SIMULADO_CONTROLADO
0.81039,1.17722,41.30398,745.451,900.0,1800.0,5.433,13.3367,1.2956,1.0069,0.86603,-0.5,2,0,3.2708,0.060764,0.090319,SIMULADO_CONTROLADO
7.86225,24.17513,19.51323,535.286,2800.0,800.0,2.054,12.9402,1.3852,1.157,0.5,0.86603,0,10,0.0,0.607581,1.228,SIMULADO_CONTROLADO
1.98322,4.40891,26.9892,923.078,1400.0,1800.0,4.438,13.4063,1.1997,1.0705,-1.0,-0.0,3,2,5.0144,0.147931,0.24272,SIMULADO_CONTROLADO
